nct_id,overall_status,phase,intervention_names,condition_mesh,study_type,sponsor,enrollment_count,start_date,completion_date,primary_completion_date,gender,min_age,max_age,allocation,masking
NCT04198779,TERMINATED,NA,,,INTERVENTIONAL,,125.0,2020-02-12,2023-11-27,2023-11-27,,18 Years,,RANDOMIZED,NONE
NCT01594879,UNKNOWN,PHASE2,,,INTERVENTIONAL,,39.0,2012-01,2014-12,2014-12,,,40 Years,NA,NONE
NCT05384379,TERMINATED,EARLY_PHASE1,,,INTERVENTIONAL,,1.0,2022-11-23,2023-03-03,2023-03-03,,18 Years,,NA,NONE
NCT04309279,COMPLETED,NA,,,INTERVENTIONAL,,38.0,2020-04-11,2020-07-30,2020-06-30,,18 Years,65 Years,RANDOMIZED,SINGLE
NCT02364479,COMPLETED,PHASE4,,,INTERVENTIONAL,,150.0,2014-02-10,2016-08-28,2016-07-28,,18 Years,,RANDOMIZED,QUADRUPLE
NCT03368079,RECRUITING,NA,,,INTERVENTIONAL,,10.0,2016-01-30,2025-12-30,2025-12-30,,18 Years,,NA,NONE
NCT05103579,COMPLETED,,,,OBSERVATIONAL,,29.0,2020-03-24,2021-01-31,2021-01-31,,,,,
NCT04961879,UNKNOWN,NA,,,INTERVENTIONAL,,30.0,2021-07-14,2022-03,2022-02,,5 Years,70 Years,RANDOMIZED,NONE
NCT03806179,COMPLETED,PHASE1,,,INTERVENTIONAL,,7.0,2018-10-04,2022-08-08,2022-08-08,,18 Years,,NON_RANDOMIZED,NONE
NCT04075279,COMPLETED,,,,OBSERVATIONAL,,19.0,2019-10-17,2020-07-24,2020-04-20,,35 Years,59 Years,,
NCT04983979,TERMINATED,PHASE2,,,INTERVENTIONAL,,18.0,2022-06-17,2023-05-16,2023-03-16,,18 Years,,RANDOMIZED,QUADRUPLE
NCT02803879,COMPLETED,NA,,,INTERVENTIONAL,,12.0,2015-08,2016-08,2016-07,,18 Years,,NA,NONE
NCT00985179,COMPLETED,NA,,,INTERVENTIONAL,,1000.0,2009-10,2012-03,2012-01,,40 Years,70 Years,RANDOMIZED,QUADRUPLE
NCT03408379,ACTIVE_NOT_RECRUITING,,,,OBSERVATIONAL,,230.0,2017-12-20,2028-08,2027-12-20,,18 Years,,,
NCT03152279,COMPLETED,,,,OBSERVATIONAL,,33.0,2016-12,2018-11-14,2018-11-07,,18 Years,99 Years,,
NCT03672279,RECRUITING,,,,OBSERVATIONAL,,100.0,2021-07-27,2024-12-31,2024-12-31,,65 Years,,,
NCT00963079,COMPLETED,NA,,,INTERVENTIONAL,,100.0,2007-07,2010-07,2010-07,,18 Years,40 Years,RANDOMIZED,NONE
NCT02051179,COMPLETED,,,,OBSERVATIONAL,,20.0,2003-08,2014-01,2014-01,,18 Years,,,
NCT02127879,UNKNOWN,NA,,,INTERVENTIONAL,,40.0,2014-05,2016-10,2016-10,,18 Years,60 Years,RANDOMIZED,DOUBLE
NCT04954079,RECRUITING,,,,OBSERVATIONAL,,30.0,2021-07-21,2024-08-31,2024-06-01,,18 Years,,,
NCT01765179,COMPLETED,PHASE3,,,INTERVENTIONAL,,144.0,2013-01,2013-07,2013-07,,18 Years,75 Years,NA,NONE
NCT04063579,COMPLETED,NA,,,INTERVENTIONAL,,172.0,2018-06-01,2021-12-31,2021-09-29,,,,NON_RANDOMIZED,NONE
NCT04410679,COMPLETED,NA,,,INTERVENTIONAL,,10.0,2018-06-03,2020-05-02,2019-06-06,,13 Years,30 Years,NA,NONE
NCT06562179,RECRUITING,NA,,,INTERVENTIONAL,,35.0,2024-05-14,2030-06,2025-06,,18 Years,80 Years,NA,NONE
NCT05002179,COMPLETED,PHASE4,,,INTERVENTIONAL,,122.0,2020-11-20,2021-05-29,2021-05-29,,18 Years,75 Years,RANDOMIZED,NONE
NCT04304079,WITHDRAWN,NA,,,INTERVENTIONAL,,,2022-01-01,2024-05-31,2024-02-28,,18 Years,,NA,NONE
NCT00636779,COMPLETED,,,,OBSERVATIONAL,,4340.0,2008-03,2011-06,2011-06,,18 Years,,,
NCT04521179,COMPLETED,PHASE2,,,INTERVENTIONAL,,102.0,2020-12-07,2023-05-22,2022-01-12,,18 Years,75 Years,NA,NONE
NCT00059579,COMPLETED,,,,OBSERVATIONAL,,163.0,2003-04-24,2010-11-12,,,18 Years,50 Years,,
NCT00397579,COMPLETED,PHASE1|PHASE2,,,INTERVENTIONAL,,11.0,2013-05,2017-07-27,2017-07-27,,18 Years,,NA,NONE
NCT04027179,UNKNOWN,PHASE4,,,INTERVENTIONAL,,90.0,2020-08,2022-07,2021-12,,35 Years,50 Years,RANDOMIZED,TRIPLE
NCT01947179,COMPLETED,NA,,,INTERVENTIONAL,,108.0,2011-09,2013-02,2013-01,,18 Years,65 Years,RANDOMIZED,SINGLE
NCT02961179,COMPLETED,NA,,,INTERVENTIONAL,,33.0,2017-01,2018-07-13,2018-07-13,,18 Years,,RANDOMIZED,NONE
NCT04287179,WITHDRAWN,PHASE3,,,INTERVENTIONAL,,,2020-03-09,2021-01-25,2020-11-16,,18 Years,,RANDOMIZED,NONE
NCT00501579,COMPLETED,PHASE3,,,INTERVENTIONAL,,,,,,,2 Years,,RANDOMIZED,DOUBLE
NCT01637779,COMPLETED,PHASE3,,,INTERVENTIONAL,,120.0,2012-07,2013-02,2013-02,,15 Years,60 Years,RANDOMIZED,SINGLE
NCT00957879,COMPLETED,NA,,,INTERVENTIONAL,,42.0,2009-05,2011-03,2010-09,,18 Years,45 Years,RANDOMIZED,NONE
NCT05611879,RECRUITING,PHASE2,,,INTERVENTIONAL,,30.0,2023-03-12,2024-04-30,2024-02-29,,18 Years,70 Years,NA,NONE
NCT02667379,COMPLETED,NA,,,INTERVENTIONAL,,7.0,2016-02,2016-05,2016-05,,18 Years,65 Years,NA,NONE
NCT05893979,ACTIVE_NOT_RECRUITING,NA,,,INTERVENTIONAL,,90.0,2023-06-23,2026-07-31,2025-12-31,,9 Years,16 Years,NON_RANDOMIZED,NONE
NCT03505879,COMPLETED,,,,OBSERVATIONAL,,15.0,2018-07-24,2020-05-31,2020-05-31,,1 Year,17 Years,,
NCT02632279,TERMINATED,NA,,,INTERVENTIONAL,,7.0,2015-11,2017-11-15,2017-11,,,,RANDOMIZED,TRIPLE
NCT04029779,COMPLETED,PHASE2,,,INTERVENTIONAL,,10.0,2017-11-11,2019-11-30,2019-11-30,,18 Years,55 Years,RANDOMIZED,NONE
NCT04116879,WITHHELD,,,,,,,,,,,,,,
NCT07067879,RECRUITING,NA,,,INTERVENTIONAL,,30.0,2025-07-23,2025-08-13,2025-08-13,,18 Years,60 Years,NA,NONE
NCT00504179,COMPLETED,NA,,,INTERVENTIONAL,,53.0,2001-04,2005-10,,,18 Years,80 Years,RANDOMIZED,DOUBLE
NCT02097979,COMPLETED,NA,,,INTERVENTIONAL,,,2007-07,2013-06,2013-06,,18 Years,,,
NCT00790179,COMPLETED,NA,,,INTERVENTIONAL,,225.0,2003-01,2007-03,2007-01,,18 Years,80 Years,RANDOMIZED,SINGLE
NCT05585879,TERMINATED,NA,,,INTERVENTIONAL,,16.0,2022-11-03,2024-04-26,2024-04-26,,40 Years,80 Years,NA,NONE
NCT02038179,COMPLETED,PHASE2|PHASE3,,,INTERVENTIONAL,,99.0,2014-07,2018-08,2018-08,,18 Years,40 Years,RANDOMIZED,DOUBLE
NCT03131479,COMPLETED,PHASE2,,,INTERVENTIONAL,,53.0,2017-04-28,2018-01-16,2018-01-16,,18 Years,78 Years,NON_RANDOMIZED,TRIPLE
NCT06012279,COMPLETED,PHASE4,,,INTERVENTIONAL,,117.0,2023-08-01,2024-02-26,2024-02-01,,18 Years,,RANDOMIZED,NONE
NCT04406779,COMPLETED,,,,OBSERVATIONAL,,160.0,2016-03-01,2017-03-31,2017-03-31,,18 Years,65 Years,,
NCT01506479,COMPLETED,NA,,,INTERVENTIONAL,,128.0,2012-05,2016-11,2016-11,,40 Years,80 Years,RANDOMIZED,SINGLE
NCT01406379,COMPLETED,NA,,,INTERVENTIONAL,,203.0,2010-07,2013-02,2013-01,,,,RANDOMIZED,NONE
NCT02777879,RECRUITING,,,,OBSERVATIONAL,,230.0,2014-05,2030-08,2030-08,,18 Years,70 Years,,
NCT03479879,COMPLETED,PHASE2|PHASE3,,,INTERVENTIONAL,,200.0,2018-03-21,2018-12-20,2018-12-20,,18 Years,40 Years,RANDOMIZED,QUADRUPLE
NCT03059979,UNKNOWN,EARLY_PHASE1,,,INTERVENTIONAL,,30.0,2017-01,2021-07-01,2021-07-01,,18 Years,,RANDOMIZED,TRIPLE
NCT03492879,UNKNOWN,NA,,,INTERVENTIONAL,,210.0,2018-05-15,2019-05-30,2019-05-15,,18 Years,,NON_RANDOMIZED,NONE
NCT00020579,COMPLETED,PHASE1,,,INTERVENTIONAL,,75.0,2001-03,2008-10,2008-04,,18 Years,,,NONE
NCT00348179,COMPLETED,NA,,,INTERVENTIONAL,,85.0,2004-04,2007-04,2007-04,,12 Years,14 Years,NON_RANDOMIZED,NONE
NCT03478579,COMPLETED,,,,OBSERVATIONAL,,30.0,2018-06-01,2020-12-01,2019-09-01,,18 Years,,,
NCT06166979,COMPLETED,NA,,,INTERVENTIONAL,,20.0,2024-01-15,2024-07-31,2024-02-25,,18 Years,80 Years,RANDOMIZED,SINGLE
NCT01018979,COMPLETED,PHASE2,,,INTERVENTIONAL,,19.0,2010-02,2011-10,2011-10,,18 Years,70 Years,RANDOMIZED,NONE
NCT02738879,COMPLETED,PHASE3,,,INTERVENTIONAL,,746.0,2016-05-09,2018-01-30,2018-01-22,,18 Years,,RANDOMIZED,DOUBLE
NCT06404879,COMPLETED,,,,OBSERVATIONAL,,81.0,2025-01-30,2025-05-16,2025-04-01,,2 Years,6 Years,,
NCT00981279,COMPLETED,,,,OBSERVATIONAL,,222.0,2009-06,2009-09,2009-09,,,,,
NCT05006079,RECRUITING,PHASE2,,,INTERVENTIONAL,,24.0,2024-03-13,2025-12,2025-08,,18 Years,65 Years,RANDOMIZED,DOUBLE
NCT03447379,COMPLETED,NA,,,INTERVENTIONAL,,1452.0,2017-12-15,2022-08-17,2022-03-03,,19 Years,85 Years,RANDOMIZED,NONE
NCT04782479,COMPLETED,,,,OBSERVATIONAL,,33.0,2020-05-11,2021-02-16,2021-02-16,,,,,
NCT05787379,RECRUITING,NA,,,INTERVENTIONAL,,348.0,2025-01-01,2027-11-30,2027-11-30,,,,RANDOMIZED,NONE
NCT02641379,COMPLETED,PHASE4,,,INTERVENTIONAL,,737.0,2003-05,2013-11,2013-11,,18 Years,70 Years,NON_RANDOMIZED,NONE
NCT06699979,RECRUITING,,,,OBSERVATIONAL,,300.0,2024-08-29,2027-12-31,2025-12-31,,18 Years,,,
NCT01301079,COMPLETED,PHASE3,,,INTERVENTIONAL,,60.0,2010-09,2012-09,2012-09,,18 Years,78 Years,RANDOMIZED,QUADRUPLE
NCT00380679,UNKNOWN,PHASE2,,,INTERVENTIONAL,,,2005-12,2006-03,,,18 Years,,NON_RANDOMIZED,NONE
NCT03039179,COMPLETED,NA,,,INTERVENTIONAL,,80.0,2014-07-01,2015-08-31,2015-07-31,,3 Years,18 Years,RANDOMIZED,NONE
NCT06608979,RECRUITING,NA,,,INTERVENTIONAL,,60.0,2024-06-11,2025-03,2025-03,,18 Years,,NA,NONE
NCT03903679,COMPLETED,NA,,,INTERVENTIONAL,,80.0,2019-04-05,2019-06-08,2019-06-01,,18 Years,65 Years,RANDOMIZED,NONE
NCT00831779,COMPLETED,PHASE2,,,INTERVENTIONAL,,116.0,2009-04,2010-08,2010-08,,35 Years,70 Years,RANDOMIZED,QUADRUPLE
NCT06464679,RECRUITING,PHASE1,,,INTERVENTIONAL,,72.0,2024-06-27,2026-06-30,2025-06-30,,18 Years,65 Years,NA,NONE
NCT02114879,COMPLETED,NA,,,INTERVENTIONAL,,229.0,2014-07-29,2018-07-13,2018-07-13,,65 Years,,RANDOMIZED,SINGLE
NCT04168879,COMPLETED,NA,,,INTERVENTIONAL,,110.0,2021-11-10,2023-12-10,2023-12-10,,18 Years,55 Years,RANDOMIZED,TRIPLE
NCT05882279,COMPLETED,,,,OBSERVATIONAL,,330.0,2023-06-01,2023-06-09,2023-06-09,,18 Years,,,
NCT04265079,WITHDRAWN,NA,,,INTERVENTIONAL,,,2021-02,2021-08,2021-06,,18 Years,,NA,NONE
NCT01730079,TERMINATED,,,,OBSERVATIONAL,,42.0,2012-10-23,2017-04-11,2017-04-11,,4 Years,8 Years,,
NCT03902379,WITHDRAWN,NA,,,INTERVENTIONAL,,,2016-07-27,2020-05-31,2020-05-31,,18 Years,,NA,NONE
NCT04206579,COMPLETED,NA,,,INTERVENTIONAL,,30.0,2019-03-25,2019-06-30,2019-05-28,,18 Years,23 Years,RANDOMIZED,DOUBLE
NCT00453479,COMPLETED,PHASE2,,,INTERVENTIONAL,,23.0,2007-03-28,2007-10-11,2007-10-11,,40 Years,75 Years,RANDOMIZED,
NCT00849979,COMPLETED,NA,,,INTERVENTIONAL,,184.0,2008-07,2010-01,2010-01,,18 Years,,NON_RANDOMIZED,NONE
NCT06332079,RECRUITING,PHASE2,,,INTERVENTIONAL,,46.0,2024-03-13,2027-02,2026-11,,18 Years,,NA,NONE
NCT01954979,COMPLETED,PHASE1,,,INTERVENTIONAL,,56.0,2014-03-27,2024-01-16,2023-06-01,,18 Years,,NA,NONE
NCT03976479,COMPLETED,,,,OBSERVATIONAL,,166.0,2019-05-28,2019-08-30,2019-07-30,,18 Years,80 Years,,
NCT05485779,COMPLETED,PHASE1,,,INTERVENTIONAL,,66.0,2022-07-20,2023-07-10,2023-07-10,,18 Years,65 Years,RANDOMIZED,DOUBLE
NCT05332379,COMPLETED,,,,OBSERVATIONAL,,35.0,2022-04-01,2023-07-20,2023-07-20,,18 Years,65 Years,,
NCT06138379,NOT_YET_RECRUITING,NA,,,INTERVENTIONAL,,90.0,2023-12-01,2024-10-01,2024-06-01,,18 Years,,NA,SINGLE
NCT05263479,RECRUITING,PHASE1,,,INTERVENTIONAL,,177.0,2022-01-05,2026-12-31,2024-12-31,,18 Years,,NON_RANDOMIZED,NONE
NCT04032379,RECRUITING,,,,OBSERVATIONAL,,300.0,2018-02-14,2027-05-31,2027-05-31,,18 Years,,,
NCT02920879,UNKNOWN,NA,,,INTERVENTIONAL,,120.0,2016-10,,2017-02,,18 Years,65 Years,RANDOMIZED,DOUBLE
NCT04670679,ACTIVE_NOT_RECRUITING,PHASE1,,,INTERVENTIONAL,,200.0,2020-12-15,2026-02,2025-11,,18 Years,99 Years,NON_RANDOMIZED,NONE
NCT02759679,TERMINATED,NA,,,INTERVENTIONAL,,650.0,2016-05,2019-12,2019-12,,,,NON_RANDOMIZED,TRIPLE
NCT01991379,ACTIVE_NOT_RECRUITING,PHASE1|PHASE2,,,INTERVENTIONAL,,75.0,2013-11,2025-11,2025-11,,18 Years,,NA,NONE
NCT06060379,RECRUITING,NA,,,INTERVENTIONAL,,60.0,2023-10-09,2024-09,2024-02,,17 Years,69 Years,RANDOMIZED,NONE
NCT03906279,ACTIVE_NOT_RECRUITING,,,,OBSERVATIONAL,,250.0,2019-04-10,2026-02,2024-02,,18 Years,,,
NCT06774079,RECRUITING,PHASE4,,,INTERVENTIONAL,,24.0,2025-03-05,2026-03-05,2026-03-05,,18 Years,,RANDOMIZED,SINGLE
NCT06010979,RECRUITING,,,,OBSERVATIONAL,,12000.0,2024-01-01,2026-12-31,2026-12-31,,,,,
NCT05904379,RECRUITING,PHASE1|PHASE2,,,INTERVENTIONAL,,233.0,2023-07-13,2027-01-31,2025-04-15,,18 Years,75 Years,RANDOMIZED,NONE
NCT04947579,TERMINATED,PHASE2,,,INTERVENTIONAL,,167.0,2021-08-25,2023-02-21,2023-02-21,,18 Years,65 Years,RANDOMIZED,QUADRUPLE
NCT02617979,TERMINATED,NA,,,INTERVENTIONAL,,91.0,2016-07-20,2020-04-08,2019-04-04,,18 Years,,RANDOMIZED,NONE
NCT06186479,RECRUITING,PHASE3,,,INTERVENTIONAL,,350.0,2024-03-13,2027-07-01,2027-07-01,,18 Years,100 Years,RANDOMIZED,TRIPLE
NCT04649879,COMPLETED,PHASE2|PHASE3,,,INTERVENTIONAL,,59.0,2020-12-03,2022-01-26,2022-01-26,,18 Years,,RANDOMIZED,NONE
NCT00212979,COMPLETED,,,,OBSERVATIONAL,,250.0,2004-04,2006-10,2006-10,,19 Years,,,
NCT05305079,COMPLETED,,,,OBSERVATIONAL,,179.0,2021-08-01,2024-08-31,2024-08-31,,11 Years,,,
NCT04408079,UNKNOWN,PHASE1,,,INTERVENTIONAL,,70.0,2020-06-25,2022-10-31,2022-07-31,,18 Years,75 Years,NA,NONE
NCT01073579,COMPLETED,,,,OBSERVATIONAL,,9423.0,2009-08,,2016-07,,,,,
NCT06525779,COMPLETED,NA,,,INTERVENTIONAL,,60.0,2021-01-25,2021-07-25,2021-07-25,,18 Years,60 Years,RANDOMIZED,SINGLE
NCT01360879,UNKNOWN,,,,OBSERVATIONAL,,500.0,2010-09,2013-09,2013-08,,20 Years,,,
NCT06602479,ACTIVE_NOT_RECRUITING,PHASE2,,,INTERVENTIONAL,,12.0,2024-10-07,2025-09-15,2025-09-15,,18 Years,70 Years,RANDOMIZED,DOUBLE
NCT01541579,COMPLETED,PHASE3,,,INTERVENTIONAL,,278.0,2012-07,2016-11,2015-07,,18 Years,,RANDOMIZED,DOUBLE
NCT06017479,COMPLETED,PHASE1|PHASE2,,,INTERVENTIONAL,,126.0,2022-12-30,2024-03-25,2024-03-25,,18 Years,,RANDOMIZED,SINGLE
NCT00363779,TERMINATED,PHASE2,,,INTERVENTIONAL,,5.0,2006-06,2010-11,2010-11,,18 Years,,NON_RANDOMIZED,NONE
NCT05731479,RECRUITING,NA,,,INTERVENTIONAL,,34.0,2023-01-16,2026-06,2025-06,,18 Years,45 Years,RANDOMIZED,SINGLE
NCT03521479,TERMINATED,PHASE2,,,INTERVENTIONAL,,40.0,2018-03-12,2019-10-05,2018-10-05,,18 Years,65 Years,RANDOMIZED,QUADRUPLE
NCT02965079,UNKNOWN,,,,OBSERVATIONAL,,200.0,2016-01,2022-06,2022-01,,18 Years,,,
NCT04734379,UNKNOWN,PHASE2,,,INTERVENTIONAL,,15.0,2021-01-22,2023-11-30,2022-11-30,,35 Years,80 Years,NA,NONE
NCT03735979,COMPLETED,PHASE3,,,INTERVENTIONAL,,514.0,2019-10-15,2024-10-31,2023-12-01,,18 Years,,RANDOMIZED,DOUBLE
NCT06593379,NOT_YET_RECRUITING,NA,,,INTERVENTIONAL,,50.0,2025-08-01,2027-06-30,2027-04-01,,18 Years,,RANDOMIZED,DOUBLE
NCT04007679,COMPLETED,NA,,,INTERVENTIONAL,,156.0,2018-09-20,2019-05-30,2019-03-30,,18 Years,30 Years,NA,NONE
NCT05550779,COMPLETED,NA,,,INTERVENTIONAL,,109.0,2022-10-01,2023-05-26,2023-05-26,,18 Years,80 Years,RANDOMIZED,SINGLE
NCT01698879,COMPLETED,PHASE2,,,INTERVENTIONAL,,46.0,2009-10,2016-09-26,2016-09-14,,18 Years,70 Years,NA,NONE
NCT03644979,COMPLETED,NA,,,INTERVENTIONAL,,20.0,2018-07-01,2018-10-31,2018-10-31,,18 Years,50 Years,NON_RANDOMIZED,NONE
NCT04509479,COMPLETED,,,,OBSERVATIONAL,,3637.0,2020-07-06,2022-07-30,2021-03-31,,18 Years,,,
NCT04319679,TERMINATED,NA,,,INTERVENTIONAL,,4.0,2020-06-05,2021-04-13,2021-04-05,,20 Years,,RANDOMIZED,SINGLE
NCT04891679,COMPLETED,NA,,,INTERVENTIONAL,,264.0,2017-12-01,2018-11-30,2018-11-30,,18 Years,40 Years,RANDOMIZED,SINGLE
NCT06861179,COMPLETED,PHASE1,,,INTERVENTIONAL,,40.0,2023-03-22,2024-12-28,2024-12-28,,18 Years,,RANDOMIZED,QUADRUPLE
NCT04005079,WITHDRAWN,PHASE3,,,INTERVENTIONAL,,,2019-06-05,2021-01-21,2021-01-21,,30 Years,100 Years,RANDOMIZED,NONE
NCT06425679,ACTIVE_NOT_RECRUITING,NA,,,INTERVENTIONAL,,120.0,2023-11-01,2025-01-30,2025-01-30,,60 Years,75 Years,RANDOMIZED,SINGLE
NCT06411379,ACTIVE_NOT_RECRUITING,PHASE3,,,INTERVENTIONAL,,418.0,2024-05-14,2026-06-17,2025-06-17,,18 Years,,RANDOMIZED,DOUBLE
NCT04660279,COMPLETED,NA,,,INTERVENTIONAL,,20.0,2020-01-01,2021-12-31,2021-12-31,,18 Years,85 Years,NA,NONE
NCT00766779,TERMINATED,PHASE3,,,INTERVENTIONAL,,126.0,2010-01,2020-12,2020-12,,60 Years,75 Years,RANDOMIZED,NONE
NCT00002379,COMPLETED,PHASE2,,,INTERVENTIONAL,,100.0,,,,,16 Years,,,
NCT01632579,COMPLETED,PHASE1,,,INTERVENTIONAL,,30.0,2012-06,2012-09,2012-09,,18 Years,60 Years,RANDOMIZED,DOUBLE
NCT06813079,NOT_YET_RECRUITING,PHASE2,,,INTERVENTIONAL,,25.0,2025-02-17,2028-02-17,2028-02-17,,18 Years,,NON_RANDOMIZED,NONE
NCT06342479,RECRUITING,NA,,,INTERVENTIONAL,,60.0,2023-09-01,2024-07-01,2024-06-01,,18 Years,75 Years,RANDOMIZED,SINGLE
NCT03485079,UNKNOWN,,,,OBSERVATIONAL,,2200.0,2018-04-10,2022-12-31,2022-12-31,,18 Years,75 Years,,
NCT05008679,UNKNOWN,NA,,,INTERVENTIONAL,,388.0,2021-02-25,2024-01-25,2023-02-25,,18 Years,,RANDOMIZED,NONE
NCT05739279,RECRUITING,,,,OBSERVATIONAL,,102.0,2023-01-01,2025-12,2025-12,,18 Years,85 Years,,
NCT03824379,COMPLETED,PHASE2,,,INTERVENTIONAL,,60.0,2019-06-01,2020-03-01,2020-03-01,,18 Years,85 Years,RANDOMIZED,NONE
NCT05249179,UNKNOWN,NA,,,INTERVENTIONAL,,140.0,2022-04-01,2024-08-01,2024-01-01,,,6 Months,RANDOMIZED,DOUBLE
NCT04691479,COMPLETED,NA,,,INTERVENTIONAL,,129.0,2018-03-10,2018-11-20,2018-09-11,,18 Years,,RANDOMIZED,SINGLE
NCT03332979,COMPLETED,,,,OBSERVATIONAL,,150.0,2018-01-11,2020-02-01,2019-01-31,,18 Years,,,
NCT05242679,COMPLETED,NA,,,INTERVENTIONAL,,22.0,2016-11-21,2017-10-23,2017-08-08,,40 Years,65 Years,RANDOMIZED,DOUBLE
NCT02203279,COMPLETED,NA,,,INTERVENTIONAL,,36.0,2014-07,2015-09,2015-08,,47 Years,78 Years,RANDOMIZED,SINGLE
NCT02655679,COMPLETED,PHASE1|PHASE2,,,INTERVENTIONAL,,104.0,2015-12-15,2016-09-09,2016-09-09,,18 Years,65 Years,RANDOMIZED,QUADRUPLE
NCT01467479,TERMINATED,PHASE3,,,INTERVENTIONAL,,185.0,2011-12,2014-02,2014-02,,18 Years,65 Years,NON_RANDOMIZED,NONE
NCT01921179,COMPLETED,NA,,,INTERVENTIONAL,,76.0,2013-07-31,2018-12-30,2018-12-30,,18 Years,75 Years,RANDOMIZED,SINGLE
NCT02174679,NO_LONGER_AVAILABLE,,,,EXPANDED_ACCESS,,,,,,,18 Years,,,
NCT02320279,UNKNOWN,,,,OBSERVATIONAL,,900.0,2013-10,2023-12,2023-12,,18 Years,,,
NCT06330779,RECRUITING,NA,,,INTERVENTIONAL,,180.0,2025-02-01,2028-12-31,2027-12-31,,12 Years,18 Years,RANDOMIZED,NONE
NCT06741579,NOT_YET_RECRUITING,PHASE3,,,INTERVENTIONAL,,134.0,2025-01-01,2028-01-01,2028-01-01,,18 Years,,RANDOMIZED,NONE
NCT04216979,UNKNOWN,NA,,,INTERVENTIONAL,,96.0,2019-12-15,2020-07-30,2020-07-30,,10 Years,60 Years,RANDOMIZED,SINGLE
NCT00436579,TERMINATED,PHASE1,,,INTERVENTIONAL,,110.0,2007-01,,2011-09,,14 Years,,RANDOMIZED,NONE
NCT00462579,COMPLETED,,,,OBSERVATIONAL,,100.0,2007-04,2017-06,2017-06,,18 Years,,,
NCT06854679,RECRUITING,NA,,,INTERVENTIONAL,,13.0,2025-02-14,2029-01-13,2027-01-13,,18 Years,,NA,NONE
NCT06304779,ACTIVE_NOT_RECRUITING,NA,,,INTERVENTIONAL,,428.0,2023-10-31,2026-06-30,2025-09-30,,18 Years,80 Years,RANDOMIZED,DOUBLE
NCT01888679,COMPLETED,NA,,,INTERVENTIONAL,,50.0,2012-08,2013-03,2013-03,,16 Years,,NA,NONE
NCT05594979,TERMINATED,NA,,,INTERVENTIONAL,,31.0,2022-12-14,2023-09-27,2023-09-06,,18 Years,70 Years,NA,NONE
NCT00297479,COMPLETED,NA,,,INTERVENTIONAL,,650.0,2005-04,2016-09,2016-09,,18 Years,,RANDOMIZED,NONE
NCT01254279,COMPLETED,PHASE3,,,INTERVENTIONAL,,984.0,2010-12,2014-12,2014-12,,18 Years,,NA,NONE
NCT03388879,COMPLETED,NA,,,INTERVENTIONAL,,65.0,2010-10-31,2016-06-21,2015-06-16,,18 Years,70 Years,RANDOMIZED,SINGLE
NCT05016479,NOT_YET_RECRUITING,NA,,,INTERVENTIONAL,,60.0,2021-12-01,2026-02-28,2025-11-30,,18 Years,65 Years,RANDOMIZED,TRIPLE
NCT04853979,COMPLETED,NA,,,INTERVENTIONAL,,61.0,2021-05-16,2021-07-12,2021-07-12,,18 Years,,RANDOMIZED,NONE
NCT02165579,COMPLETED,,,,OBSERVATIONAL,,36.0,2014-06,2014-12,2014-08,,21 Years,,,
NCT02299479,COMPLETED,NA,,,INTERVENTIONAL,,20.0,2015-07,2017-06-27,2017-06-27,,1 Year,17 Years,NA,NONE
NCT00924079,UNKNOWN,NA,,,INTERVENTIONAL,,60.0,2008-09,,2009-11,,20 Years,40 Years,NON_RANDOMIZED,NONE
NCT00982579,COMPLETED,PHASE1,,,INTERVENTIONAL,,48.0,2009-11,2011-09,2011-06,,,3 Days,RANDOMIZED,SINGLE
NCT03897179,COMPLETED,NA,,,INTERVENTIONAL,,27.0,2019-02-13,2019-02-25,2019-02-25,,18 Years,70 Years,NA,NONE
NCT00445679,COMPLETED,PHASE3,,,INTERVENTIONAL,,807.0,2007-07,2009-02,2009-02,,18 Years,,RANDOMIZED,TRIPLE
NCT00972179,COMPLETED,PHASE1,,,INTERVENTIONAL,,49.0,2009-09-15,2011-01-09,2011-01-09,,18 Years,45 Years,RANDOMIZED,DOUBLE
NCT04379479,UNKNOWN,PHASE2,,,INTERVENTIONAL,,562.0,2020-05,2020-12,2020-08,,18 Years,,RANDOMIZED,DOUBLE
NCT00991679,COMPLETED,,,,OBSERVATIONAL,,48.0,2008-02,2008-12,2008-10,,24 Years,77 Years,,
NCT02776579,COMPLETED,NA,,,INTERVENTIONAL,,31.0,2016-12,2017-12,2017-12,,13 Years,18 Years,NON_RANDOMIZED,SINGLE
NCT03176979,COMPLETED,NA,,,INTERVENTIONAL,,43.0,2017-04-21,2021-07-08,2021-07-08,,18 Years,,NA,NONE
NCT01636479,COMPLETED,PHASE1,,,INTERVENTIONAL,,77.0,2012-07-13,2018-03-05,2018-03-05,,18 Years,,NA,NONE
NCT05927779,UNKNOWN,PHASE1|PHASE2,,,INTERVENTIONAL,,74.0,2023-04-17,2025-04-30,2024-12-30,,18 Years,,NA,NONE
NCT02729779,UNKNOWN,NA,,,INTERVENTIONAL,,74.0,2017-04-01,2021-12,2021-07-31,,65 Years,85 Years,RANDOMIZED,SINGLE
NCT01931579,COMPLETED,NA,,,INTERVENTIONAL,,120.0,2012-05,2016-06,2015-12,,18 Years,,NA,NONE
